id,receiver_subcategory,ci_subtype,receiver_country,region_name
25,Telecommunications,Unknown,United Kingdom,EU
25,Telecommunications,Unknown,United Kingdom,NATO
25,Telecommunications,Unknown,United Kingdom,EUROPE
25,Energy,Unknown,United Kingdom,NORTHEU
25,Energy,Unknown,United Kingdom,EU
25,Energy,Unknown,United Kingdom,NATO
25,Energy,Unknown,United Kingdom,EUROPE
419,Telecommunications,Satellite Communications,Southeast Asia (region),SEA
419,Telecommunications,Satellite Communications,United States,NORTHAM
419,Telecommunications,Satellite Communications,United States,NATO
970,Defence industry,Defense Contractors,United States,NORTHAM
970,Defence industry,Defense Contractors,United States,NATO
970,Telecommunications,Satellite Communications,United States,NORTHAM
970,Telecommunications,Satellite Communications,United States,NATO
970,Defence industry,Defense Contractors,Southeast Asia (region),SEA
970,Telecommunications,Satellite Communications,Southeast Asia (region),SEA
1805,Space,Satellite Operators,United States,NORTHAM
1805,Space,Satellite Operators,United States,NATO
1805,Telecommunications,Satellite Communications,United States,NORTHAM
1805,Telecommunications,Satellite Communications,United States,NATO
2620,Telecommunications,Internet Service Providers,Chile,SOUTHAM
2620,Telecommunications,Internet Service Providers,United States,NORTHAM
2620,Telecommunications,Internet Service Providers,United States,NATO
2620,Telecommunications,Internet Service Providers,Colombia,SOUTHAM
3375,Health,Unknown,Germany,WESTEU
3375,Health,Unknown,Germany,EU
3375,Health,Unknown,Germany,NATO
3375,Health,Unknown,Germany,EUROPE
3375,Energy,Unknown,Germany,WESTEU
3375,Energy,Unknown,Germany,EU
3375,Energy,Unknown,Germany,NATO
3375,Energy,Unknown,Germany,EUROPE
3375,Health,Unknown,Algeria,MENA
3375,Health,Unknown,Algeria,NAF
3375,Health,Unknown,Algeria,AFRICA
3375,Energy,Unknown,Algeria,MENA
3375,Energy,Unknown,Algeria,NAF
3375,Energy,Unknown,Algeria,AFRICA
3375,Health,Unknown,Pakistan,SCO
3375,Health,Unknown,Pakistan,SASIA
3375,Health,Unknown,Pakistan,ASIA
3375,Energy,Unknown,Pakistan,SCO
3375,Energy,Unknown,Pakistan,SASIA
3375,Energy,Unknown,Pakistan,ASIA
3375,Health,Unknown,Lebanon,MEA
3375,Health,Unknown,Lebanon,MENA
3375,Health,Unknown,Lebanon,ASIA
3375,Energy,Unknown,Lebanon,MEA
3375,Energy,Unknown,Lebanon,MENA
3375,Energy,Unknown,Lebanon,ASIA
3375,Health,Unknown,North Macedonia,WBALKANS
3375,Health,Unknown,North Macedonia,NATO
3375,Health,Unknown,North Macedonia,BALKANS
3375,Health,Unknown,North Macedonia,EUROPE
3375,Energy,Unknown,North Macedonia,WBALKANS
3375,Energy,Unknown,North Macedonia,NATO
3375,Energy,Unknown,North Macedonia,BALKANS
3375,Energy,Unknown,North Macedonia,EUROPE
3375,Health,Unknown,Romania,EU
3375,Health,Unknown,Romania,NATO
3375,Health,Unknown,Romania,BALKANS
3375,Health,Unknown,Romania,EUROPE
3375,Energy,Unknown,Romania,EU
3375,Energy,Unknown,Romania,NATO
3375,Energy,Unknown,Romania,BALKANS
3375,Energy,Unknown,Romania,EUROPE
3377,Defence industry,Military Equipment Manufacturers,Russia,SCO
3377,Defence industry,Military Equipment Manufacturers,Russia,CSTO
3377,Defence industry,Military Equipment Manufacturers,Russia,EASTEU
3377,Defence industry,Military Equipment Manufacturers,Russia,EUROPE
3378,Critical Manufacturing,Automotive Manufacturers,United States,NORTHAM
3378,Critical Manufacturing,Automotive Manufacturers,United States,NATO
3382,Health,Clinics,United States,NORTHAM
3382,Health,Clinics,United States,NATO
3382,Health,Healthcare Support and Services,United States,NORTHAM
3382,Health,Healthcare Support and Services,United States,NATO
3384,Telecommunications,Internet Service Providers,United States,NORTHAM
3384,Telecommunications,Internet Service Providers,United States,NATO
3385,Chemicals,Industrial Chemicals,Belarus,CSTO
3385,Chemicals,Industrial Chemicals,Belarus,EASTEU
3385,Chemicals,Industrial Chemicals,Belarus,EUROPE
3394,Transportation,Unknown,North America,NORTHAM
3394,Transportation,Unknown,Ukraine,EASTEU
3394,Transportation,Unknown,Ukraine,EUROPE
3394,Transportation,Unknown,Western Europe,WESTEU
3396,Water,Unknown,Ukraine,EASTEU
3396,Water,Unknown,Ukraine,EUROPE
3396,Energy,Unknown,Ukraine,EASTEU
3396,Energy,Unknown,Ukraine,EUROPE
3397,Critical Manufacturing,Computer hardware and electronics,Taiwan,SCS
3397,Critical Manufacturing,Computer hardware and electronics,Taiwan,ASIA
3398,Finance,Banks,Mexico,CENTAM
3400,Defence industry,Unknown,"Korea, Republic of",NEA
3400,Defence industry,Unknown,"Korea, Republic of",SCS
3400,Defence industry,Unknown,"Korea, Republic of",ASIA
3401,Defence industry,Support and Maintenance Services,"Korea, Republic of",NEA
3401,Defence industry,Support and Maintenance Services,"Korea, Republic of",SCS
3401,Defence industry,Support and Maintenance Services,"Korea, Republic of",ASIA
3401,Defence industry,Defense Contractors,"Korea, Republic of",NEA
3401,Defence industry,Defense Contractors,"Korea, Republic of",SCS
3401,Defence industry,Defense Contractors,"Korea, Republic of",ASIA
3401,Defence industry,Military Equipment Manufacturers,"Korea, Republic of",NEA
3401,Defence industry,Military Equipment Manufacturers,"Korea, Republic of",SCS
3401,Defence industry,Military Equipment Manufacturers,"Korea, Republic of",ASIA
3403,Defence industry,Unknown,"Korea, Republic of",NEA
3403,Defence industry,Unknown,"Korea, Republic of",SCS
3403,Defence industry,Unknown,"Korea, Republic of",ASIA
3428,Research,University Research Departments,Spain,EU
3428,Research,University Research Departments,Spain,NATO
3428,Research,University Research Departments,Spain,EUROPE
3436,Finance,Banks,Australia,OC
1491,Health,Unknown,Japan,NEA
1491,Health,Unknown,Japan,SCS
1491,Health,Unknown,Japan,ASIA
1491,Health,Unknown,India,SCO
1491,Health,Unknown,India,SASIA
1491,Health,Unknown,India,ASIA
1491,Health,Unknown,United States,NORTHAM
1491,Health,Unknown,United States,NATO
3103,Finance,Banks,Finland,NORTHEU
3103,Finance,Banks,Finland,EU
3103,Finance,Banks,Finland,EUROPE
8,Health,Unknown,Afghanistan,SASIA
8,Health,Unknown,Afghanistan,ASIA
11,Defence industry,Unknown,United States,NORTHAM
11,Defence industry,Unknown,United States,NATO
11,Defence industry,Unknown,United Kingdom,NORTHEU
11,Defence industry,Unknown,United Kingdom,EU
11,Defence industry,Unknown,United Kingdom,NATO
11,Defence industry,Unknown,United Kingdom,EUROPE
19,Finance,Financial Institutions,United States,NORTHAM
19,Finance,Financial Institutions,United States,NATO
19,Energy,Unknown,United States,NORTHAM
19,Energy,Unknown,United States,NATO
19,Finance,Financial Institutions,Brazil,SOUTHAM
19,Energy,Unknown,Brazil,SOUTHAM
19,Finance,Financial Institutions,France,WESTEU
19,Finance,Financial Institutions,France,EU
19,Finance,Financial Institutions,France,NATO
19,Finance,Financial Institutions,France,EUROPE
19,Energy,Unknown,France,WESTEU
19,Energy,Unknown,France,EU
19,Energy,Unknown,France,NATO
19,Energy,Unknown,France,EUROPE
19,Finance,Financial Institutions,Kazakhstan,SCO
19,Finance,Financial Institutions,Kazakhstan,CSTO
19,Finance,Financial Institutions,Kazakhstan,ASIA
19,Energy,Unknown,Kazakhstan,SCO
19,Energy,Unknown,Kazakhstan,CSTO
19,Energy,Unknown,Kazakhstan,ASIA
19,Finance,Financial Institutions,United Arab Emirates,GULFC
19,Finance,Financial Institutions,United Arab Emirates,MEA
19,Finance,Financial Institutions,United Arab Emirates,MENA
19,Finance,Financial Institutions,United Arab Emirates,ASIA
19,Energy,Unknown,United Arab Emirates,GULFC
19,Energy,Unknown,United Arab Emirates,MEA
19,Energy,Unknown,United Arab Emirates,MENA
19,Energy,Unknown,United Arab Emirates,ASIA
19,Finance,Financial Institutions,India,SCO
19,Finance,Financial Institutions,India,SASIA
19,Finance,Financial Institutions,India,ASIA
19,Energy,Unknown,India,SCO
19,Energy,Unknown,India,SASIA
19,Energy,Unknown,India,ASIA
19,Finance,Financial Institutions,Russia,SCO
19,Finance,Financial Institutions,Russia,CSTO
19,Finance,Financial Institutions,Russia,EASTEU
19,Finance,Financial Institutions,Russia,EUROPE
19,Energy,Unknown,Russia,SCO
19,Energy,Unknown,Russia,CSTO
19,Energy,Unknown,Russia,EASTEU
19,Energy,Unknown,Russia,EUROPE
22,Transportation,Airlines,Russia,SCO
22,Transportation,Airlines,Russia,CSTO
22,Transportation,Airlines,Russia,EASTEU
22,Transportation,Airlines,Russia,EUROPE
26,Defence industry,Research and Development Organizations,Canada,NORTHAM
26,Defence industry,Research and Development Organizations,Canada,NATO
26,Defence industry,Defense Contractors,Canada,NORTHAM
26,Defence industry,Defense Contractors,Canada,NATO
26,Telecommunications,Unknown,Canada,NORTHAM
26,Telecommunications,Unknown,Canada,NATO
26,Energy,Unknown,Canada,NORTHAM
26,Energy,Unknown,Canada,NATO
26,Defence industry,Research and Development Organizations,Japan,NEA
26,Defence industry,Research and Development Organizations,Japan,SCS
26,Defence industry,Research and Development Organizations,Japan,ASIA
26,Defence industry,Defense Contractors,Japan,NEA
26,Defence industry,Defense Contractors,Japan,SCS
26,Defence industry,Defense Contractors,Japan,ASIA
26,Telecommunications,Unknown,Japan,NEA
26,Telecommunications,Unknown,Japan,SCS
26,Telecommunications,Unknown,Japan,ASIA
26,Energy,Unknown,Japan,NEA
26,Energy,Unknown,Japan,SCS
26,Energy,Unknown,Japan,ASIA
26,Defence industry,Research and Development Organizations,Switzerland,WESTEU
26,Defence industry,Research and Development Organizations,Switzerland,EUROPE
26,Defence industry,Defense Contractors,Switzerland,WESTEU
26,Defence industry,Defense Contractors,Switzerland,EUROPE
26,Telecommunications,Unknown,Switzerland,WESTEU
26,Telecommunications,Unknown,Switzerland,EUROPE
26,Energy,Unknown,Switzerland,WESTEU
26,Energy,Unknown,Switzerland,EUROPE
26,Defence industry,Research and Development Organizations,India,SCO
26,Defence industry,Research and Development Organizations,India,SASIA
26,Defence industry,Research and Development Organizations,India,ASIA
26,Defence industry,Defense Contractors,India,SCO
26,Defence industry,Defense Contractors,India,SASIA
26,Defence industry,Defense Contractors,India,ASIA
26,Telecommunications,Unknown,India,SCO
26,Telecommunications,Unknown,India,SASIA
26,Telecommunications,Unknown,India,ASIA
26,Energy,Unknown,India,SCO
26,Energy,Unknown,India,SASIA
26,Energy,Unknown,India,ASIA
26,Defence industry,Research and Development Organizations,Germany,WESTEU
26,Defence industry,Research and Development Organizations,Germany,EU
26,Defence industry,Research and Development Organizations,Germany,NATO
26,Defence industry,Research and Development Organizations,Germany,EUROPE
26,Defence industry,Defense Contractors,Germany,WESTEU
26,Defence industry,Defense Contractors,Germany,EU
26,Defence industry,Defense Contractors,Germany,NATO
26,Defence industry,Defense Contractors,Germany,EUROPE
26,Telecommunications,Unknown,Germany,WESTEU
26,Telecommunications,Unknown,Germany,EU
26,Telecommunications,Unknown,Germany,NATO
26,Telecommunications,Unknown,Germany,EUROPE
26,Energy,Unknown,Germany,WESTEU
26,Energy,Unknown,Germany,EU
26,Energy,Unknown,Germany,NATO
26,Energy,Unknown,Germany,EUROPE
26,Defence industry,Research and Development Organizations,United Arab Emirates,GULFC
26,Defence industry,Research and Development Organizations,United Arab Emirates,MEA
26,Defence industry,Research and Development Organizations,United Arab Emirates,MENA
26,Defence industry,Research and Development Organizations,United Arab Emirates,ASIA
26,Defence industry,Defense Contractors,United Arab Emirates,GULFC
26,Defence industry,Defense Contractors,United Arab Emirates,MEA
26,Defence industry,Defense Contractors,United Arab Emirates,MENA
26,Defence industry,Defense Contractors,United Arab Emirates,ASIA
26,Telecommunications,Unknown,United Arab Emirates,GULFC
26,Telecommunications,Unknown,United Arab Emirates,MEA
26,Telecommunications,Unknown,United Arab Emirates,MENA
26,Telecommunications,Unknown,United Arab Emirates,ASIA
26,Energy,Unknown,United Arab Emirates,GULFC
26,Energy,Unknown,United Arab Emirates,MEA
26,Energy,Unknown,United Arab Emirates,MENA
26,Energy,Unknown,United Arab Emirates,ASIA
26,Defence industry,Research and Development Organizations,Brazil,SOUTHAM
26,Defence industry,Defense Contractors,Brazil,SOUTHAM
26,Telecommunications,Unknown,Brazil,SOUTHAM
26,Energy,Unknown,Brazil,SOUTHAM
26,Defence industry,Research and Development Organizations,United States,NORTHAM
26,Defence industry,Research and Development Organizations,United States,NATO
26,Defence industry,Defense Contractors,United States,NORTHAM
26,Defence industry,Defense Contractors,United States,NATO
26,Telecommunications,Unknown,United States,NORTHAM
26,Telecommunications,Unknown,United States,NATO
26,Energy,Unknown,United States,NORTHAM
26,Energy,Unknown,United States,NATO
26,Defence industry,Research and Development Organizations,United Kingdom,NORTHEU
26,Defence industry,Research and Development Organizations,United Kingdom,EU
26,Defence industry,Research and Development Organizations,United Kingdom,NATO
26,Defence industry,Research and Development Organizations,United Kingdom,EUROPE
26,Defence industry,Defense Contractors,United Kingdom,NORTHEU
26,Defence industry,Defense Contractors,United Kingdom,EU
26,Defence industry,Defense Contractors,United Kingdom,NATO
26,Defence industry,Defense Contractors,United Kingdom,EUROPE
26,Telecommunications,Unknown,United Kingdom,NORTHEU
26,Telecommunications,Unknown,United Kingdom,EU
26,Telecommunications,Unknown,United Kingdom,NATO
26,Telecommunications,Unknown,United Kingdom,EUROPE
26,Energy,Unknown,United Kingdom,NORTHEU
26,Energy,Unknown,United Kingdom,EU
26,Energy,Unknown,United Kingdom,NATO
26,Energy,Unknown,United Kingdom,EUROPE
26,Defence industry,Research and Development Organizations,France,WESTEU
26,Defence industry,Research and Development Organizations,France,EU
26,Defence industry,Research and Development Organizations,France,NATO
26,Defence industry,Research and Development Organizations,France,EUROPE
26,Defence industry,Defense Contractors,France,WESTEU
26,Defence industry,Defense Contractors,France,EU
26,Defence industry,Defense Contractors,France,NATO
26,Defence industry,Defense Contractors,France,EUROPE
26,Telecommunications,Unknown,France,WESTEU
26,Telecommunications,Unknown,France,EU
26,Telecommunications,Unknown,France,NATO
26,Telecommunications,Unknown,France,EUROPE
26,Energy,Unknown,France,WESTEU
26,Energy,Unknown,France,EU
26,Energy,Unknown,France,NATO
26,Energy,Unknown,France,EUROPE
27,Finance,Payment Processors,Belgium,WESTEU
27,Finance,Payment Processors,Belgium,NATO
27,Finance,Payment Processors,Belgium,EU
27,Finance,Payment Processors,Belgium,EUROPE
35,Energy,Unknown,Russia,SCO
35,Energy,Unknown,Russia,CSTO
35,Energy,Unknown,Russia,EASTEU
35,Energy,Unknown,Russia,EUROPE
35,Energy,Unknown,Kazakhstan,SCO
35,Energy,Unknown,Kazakhstan,CSTO
35,Energy,Unknown,Kazakhstan,ASIA
35,Energy,Unknown,Azerbaijan,CENTAS
35,Energy,Unknown,Azerbaijan,ASIA
35,Energy,Unknown,Belgium,WESTEU
35,Energy,Unknown,Belgium,NATO
35,Energy,Unknown,Belgium,EU
35,Energy,Unknown,Belgium,EUROPE
35,Energy,Unknown,India,SCO
35,Energy,Unknown,India,SASIA
35,Energy,Unknown,India,ASIA
35,Energy,Unknown,Afghanistan,SASIA
35,Energy,Unknown,Afghanistan,ASIA
35,Energy,Unknown,Armenia,CSTO
35,Energy,Unknown,Armenia,CENTAS
35,Energy,Unknown,Armenia,ASIA
35,Energy,Unknown,"Iran, Islamic Republic of",MEA
35,Energy,Unknown,"Iran, Islamic Republic of",MENA
35,Energy,Unknown,"Iran, Islamic Republic of",ASIA
35,Energy,Unknown,Turkmenistan,ASIA
35,Energy,Unknown,Ukraine,EASTEU
35,Energy,Unknown,Ukraine,EUROPE
36,Defence industry,Research and Development Organizations,United States,NORTHAM
36,Defence industry,Research and Development Organizations,United States,NATO
36,Defence industry,Military Equipment Manufacturers,United States,NORTHAM
36,Defence industry,Military Equipment Manufacturers,United States,NATO
36,Defence industry,Defense Contractors,United States,NORTHAM
36,Defence industry,Defense Contractors,United States,NATO
40,Defence industry,Unknown,"Korea, Democratic People's Republic of",NEA
40,Defence industry,Unknown,"Korea, Democratic People's Republic of",ASIA
40,Defence industry,Unknown,Japan,NEA
40,Defence industry,Unknown,Japan,SCS
40,Defence industry,Unknown,Japan,ASIA
40,Defence industry,Unknown,India,SCO
40,Defence industry,Unknown,India,SASIA
40,Defence industry,Unknown,India,ASIA
40,Defence industry,Unknown,United States,NORTHAM
40,Defence industry,Unknown,United States,NATO
40,Defence industry,Unknown,Asia (region),ASIA
44,Defence industry,Unknown,United States,NORTHAM
44,Defence industry,Unknown,United States,NATO
44,Telecommunications,Unknown,United States,NORTHAM
44,Telecommunications,Unknown,United States,NATO
44,Defence industry,Unknown,Europe (region),EUROPE
44,Telecommunications,Unknown,Europe (region),EUROPE
50,Defence industry,Defense Contractors,United States,NORTHAM
50,Defence industry,Defense Contractors,United States,NATO
50,Defence industry,Military Equipment Manufacturers,United States,NORTHAM
50,Defence industry,Military Equipment Manufacturers,United States,NATO
50,Defence industry,Defense Contractors,France,WESTEU
50,Defence industry,Defense Contractors,France,EU
50,Defence industry,Defense Contractors,France,NATO
50,Defence industry,Defense Contractors,France,EUROPE
50,Defence industry,Military Equipment Manufacturers,France,WESTEU
50,Defence industry,Military Equipment Manufacturers,France,EU
50,Defence industry,Military Equipment Manufacturers,France,NATO
50,Defence industry,Military Equipment Manufacturers,France,EUROPE
50,Defence industry,Defense Contractors,Russia,SCO
50,Defence industry,Defense Contractors,Russia,CSTO
50,Defence industry,Defense Contractors,Russia,EASTEU
50,Defence industry,Defense Contractors,Russia,EUROPE
50,Defence industry,Military Equipment Manufacturers,Russia,SCO
50,Defence industry,Military Equipment Manufacturers,Russia,CSTO
50,Defence industry,Military Equipment Manufacturers,Russia,EASTEU
50,Defence industry,Military Equipment Manufacturers,Russia,EUROPE
50,Defence industry,Defense Contractors,Pakistan,SCO
50,Defence industry,Defense Contractors,Pakistan,SASIA
50,Defence industry,Defense Contractors,Pakistan,ASIA
50,Defence industry,Military Equipment Manufacturers,Pakistan,SCO
50,Defence industry,Military Equipment Manufacturers,Pakistan,SASIA
50,Defence industry,Military Equipment Manufacturers,Pakistan,ASIA
50,Defence industry,Defense Contractors,Holy See (Vatican City State),EUROPE
50,Defence industry,Military Equipment Manufacturers,Holy See (Vatican City State),EUROPE
50,Defence industry,Defense Contractors,Austria,WESTEU
50,Defence industry,Defense Contractors,Austria,EU
50,Defence industry,Defense Contractors,Austria,EUROPE
50,Defence industry,Military Equipment Manufacturers,Austria,WESTEU
50,Defence industry,Military Equipment Manufacturers,Austria,EU
50,Defence industry,Military Equipment Manufacturers,Austria,EUROPE
50,Defence industry,Defense Contractors,Hungary,EASTEU
50,Defence industry,Defense Contractors,Hungary,EU
50,Defence industry,Defense Contractors,Hungary,NATO
50,Defence industry,Defense Contractors,Hungary,EUROPE
50,Defence industry,Military Equipment Manufacturers,Hungary,EASTEU
50,Defence industry,Military Equipment Manufacturers,Hungary,EU
50,Defence industry,Military Equipment Manufacturers,Hungary,NATO
50,Defence industry,Military Equipment Manufacturers,Hungary,EUROPE
50,Defence industry,Defense Contractors,Poland,EASTEU
50,Defence industry,Defense Contractors,Poland,EU
50,Defence industry,Defense Contractors,Poland,NATO
50,Defence industry,Defense Contractors,Poland,EUROPE
50,Defence industry,Military Equipment Manufacturers,Poland,EASTEU
50,Defence industry,Military Equipment Manufacturers,Poland,EU
50,Defence industry,Military Equipment Manufacturers,Poland,NATO
50,Defence industry,Military Equipment Manufacturers,Poland,EUROPE
64,Defence industry,Research and Development Organizations,China,SCO
64,Defence industry,Research and Development Organizations,China,NEA
64,Defence industry,Research and Development Organizations,China,EASIA
64,Defence industry,Research and Development Organizations,China,SCS
64,Defence industry,Research and Development Organizations,China,ASIA
64,Defence industry,Defense Contractors,China,SCO
64,Defence industry,Defense Contractors,China,NEA
64,Defence industry,Defense Contractors,China,EASIA
64,Defence industry,Defense Contractors,China,SCS
64,Defence industry,Defense Contractors,China,ASIA
64,Defence industry,Military Equipment Manufacturers,China,SCO
64,Defence industry,Military Equipment Manufacturers,China,NEA
64,Defence industry,Military Equipment Manufacturers,China,EASIA
64,Defence industry,Military Equipment Manufacturers,China,SCS
64,Defence industry,Military Equipment Manufacturers,China,ASIA
67,Telecommunications,Unknown,Germany,WESTEU
67,Telecommunications,Unknown,Germany,EU
67,Telecommunications,Unknown,Germany,NATO
67,Telecommunications,Unknown,Germany,EUROPE
67,Transportation,Unknown,Germany,WESTEU
67,Transportation,Unknown,Germany,EU
67,Transportation,Unknown,Germany,NATO
67,Transportation,Unknown,Germany,EUROPE
67,Energy,Unknown,Germany,WESTEU
67,Energy,Unknown,Germany,EU
67,Energy,Unknown,Germany,NATO
67,Energy,Unknown,Germany,EUROPE
67,Telecommunications,Unknown,Pakistan,SCO
67,Telecommunications,Unknown,Pakistan,SASIA
67,Telecommunications,Unknown,Pakistan,ASIA
67,Transportation,Unknown,Pakistan,SCO
67,Transportation,Unknown,Pakistan,SASIA
67,Transportation,Unknown,Pakistan,ASIA
67,Energy,Unknown,Pakistan,SCO
67,Energy,Unknown,Pakistan,SASIA
67,Energy,Unknown,Pakistan,ASIA
67,Telecommunications,Unknown,Saudi Arabia,GULFC
67,Telecommunications,Unknown,Saudi Arabia,MEA
67,Telecommunications,Unknown,Saudi Arabia,MENA
67,Telecommunications,Unknown,Saudi Arabia,ASIA
67,Transportation,Unknown,Saudi Arabia,GULFC
67,Transportation,Unknown,Saudi Arabia,MEA
67,Transportation,Unknown,Saudi Arabia,MENA
67,Transportation,Unknown,Saudi Arabia,ASIA
67,Energy,Unknown,Saudi Arabia,GULFC
67,Energy,Unknown,Saudi Arabia,MEA
67,Energy,Unknown,Saudi Arabia,MENA
67,Energy,Unknown,Saudi Arabia,ASIA
67,Telecommunications,Unknown,Russia,SCO
67,Telecommunications,Unknown,Russia,CSTO
67,Telecommunications,Unknown,Russia,EASTEU
67,Telecommunications,Unknown,Russia,EUROPE
67,Transportation,Unknown,Russia,SCO
67,Transportation,Unknown,Russia,CSTO
67,Transportation,Unknown,Russia,EASTEU
67,Transportation,Unknown,Russia,EUROPE
67,Energy,Unknown,Russia,SCO
67,Energy,Unknown,Russia,CSTO
67,Energy,Unknown,Russia,EASTEU
67,Energy,Unknown,Russia,EUROPE
67,Telecommunications,Unknown,Brazil,SOUTHAM
67,Transportation,Unknown,Brazil,SOUTHAM
67,Energy,Unknown,Brazil,SOUTHAM
67,Telecommunications,Unknown,Austria,WESTEU
67,Telecommunications,Unknown,Austria,EU
67,Telecommunications,Unknown,Austria,EUROPE
67,Transportation,Unknown,Austria,WESTEU
67,Transportation,Unknown,Austria,EU
67,Transportation,Unknown,Austria,EUROPE
67,Energy,Unknown,Austria,WESTEU
67,Energy,Unknown,Austria,EU
67,Energy,Unknown,Austria,EUROPE
67,Telecommunications,Unknown,"Iran, Islamic Republic of",MEA
67,Telecommunications,Unknown,"Iran, Islamic Republic of",MENA
67,Telecommunications,Unknown,"Iran, Islamic Republic of",ASIA
67,Transportation,Unknown,"Iran, Islamic Republic of",MEA
67,Transportation,Unknown,"Iran, Islamic Republic of",MENA
67,Transportation,Unknown,"Iran, Islamic Republic of",ASIA
67,Energy,Unknown,"Iran, Islamic Republic of",MEA
67,Energy,Unknown,"Iran, Islamic Republic of",MENA
67,Energy,Unknown,"Iran, Islamic Republic of",ASIA
67,Telecommunications,Unknown,Belgium,WESTEU
67,Telecommunications,Unknown,Belgium,NATO
67,Telecommunications,Unknown,Belgium,EU
67,Telecommunications,Unknown,Belgium,EUROPE
67,Transportation,Unknown,Belgium,WESTEU
67,Transportation,Unknown,Belgium,NATO
67,Transportation,Unknown,Belgium,EU
67,Transportation,Unknown,Belgium,EUROPE
67,Energy,Unknown,Belgium,WESTEU
67,Energy,Unknown,Belgium,NATO
67,Energy,Unknown,Belgium,EU
67,Energy,Unknown,Belgium,EUROPE
69,Defence industry,Unknown,Taiwan,SCS
69,Defence industry,Unknown,Taiwan,ASIA
69,Telecommunications,Unknown,Taiwan,SCS
69,Telecommunications,Unknown,Taiwan,ASIA
69,Defence industry,Unknown,"Korea, Republic of",NEA
69,Defence industry,Unknown,"Korea, Republic of",SCS
69,Defence industry,Unknown,"Korea, Republic of",ASIA
69,Telecommunications,Unknown,"Korea, Republic of",NEA
69,Telecommunications,Unknown,"Korea, Republic of",SCS
69,Telecommunications,Unknown,"Korea, Republic of",ASIA
69,Defence industry,Unknown,Japan,NEA
69,Defence industry,Unknown,Japan,SCS
69,Defence industry,Unknown,Japan,ASIA
69,Telecommunications,Unknown,Japan,NEA
69,Telecommunications,Unknown,Japan,SCS
69,Telecommunications,Unknown,Japan,ASIA
86,Transportation,Airlines,China,SCO
86,Transportation,Airlines,China,NEA
86,Transportation,Airlines,China,EASIA
86,Transportation,Airlines,China,SCS
86,Transportation,Airlines,China,ASIA
86,Chemicals,Unknown,China,SCO
86,Chemicals,Unknown,China,NEA
86,Chemicals,Unknown,China,EASIA
86,Chemicals,Unknown,China,SCS
86,Chemicals,Unknown,China,ASIA
86,Telecommunications,Unknown,China,SCO
86,Telecommunications,Unknown,China,NEA
86,Telecommunications,Unknown,China,EASIA
86,Telecommunications,Unknown,China,SCS
86,Telecommunications,Unknown,China,ASIA
87,Finance,Unknown,Georgia,CENTAS
87,Finance,Unknown,Georgia,ASIA
87,Telecommunications,Unknown,Georgia,CENTAS
87,Telecommunications,Unknown,Georgia,ASIA
87,Energy,Unknown,Georgia,CENTAS
87,Energy,Unknown,Georgia,ASIA
89,Defence industry,Unknown,China,SCO
89,Defence industry,Unknown,China,NEA
89,Defence industry,Unknown,China,EASIA
89,Defence industry,Unknown,China,SCS
89,Defence industry,Unknown,China,ASIA
89,Telecommunications,Unknown,China,SCO
89,Telecommunications,Unknown,China,NEA
89,Telecommunications,Unknown,China,EASIA
89,Telecommunications,Unknown,China,SCS
89,Telecommunications,Unknown,China,ASIA
89,Energy,Unknown,China,SCO
89,Energy,Unknown,China,NEA
89,Energy,Unknown,China,EASIA
89,Energy,Unknown,China,SCS
89,Energy,Unknown,China,ASIA
98,Defence industry,Unknown,Malaysia,SEA
98,Defence industry,Unknown,Malaysia,SCS
98,Defence industry,Unknown,Malaysia,ASIA
98,Defence industry,Unknown,Indonesia,SEA
98,Defence industry,Unknown,Indonesia,SCS
98,Defence industry,Unknown,Indonesia,ASIA
98,Defence industry,Unknown,China,SCO
98,Defence industry,Unknown,China,NEA
98,Defence industry,Unknown,China,EASIA
98,Defence industry,Unknown,China,SCS
98,Defence industry,Unknown,China,ASIA
98,Defence industry,Unknown,Singapore,ASIA
98,Defence industry,Unknown,India,SCO
98,Defence industry,Unknown,India,SASIA
98,Defence industry,Unknown,India,ASIA
98,Defence industry,Unknown,Thailand,SEA
98,Defence industry,Unknown,Thailand,ASIA
100,Finance,Unknown,Global (region),No region
101,Telecommunications,Unknown,Bahamas,No region
101,Telecommunications,Unknown,Afghanistan,SASIA
101,Telecommunications,Unknown,Afghanistan,ASIA
101,Telecommunications,Unknown,Mexico,CENTAM
101,Telecommunications,Unknown,Kenya,SSA
101,Telecommunications,Unknown,Kenya,AFRICA
101,Telecommunications,Unknown,Philippines,SEA
101,Telecommunications,Unknown,Philippines,SCS
101,Telecommunications,Unknown,Philippines,ASIA
103,Finance,Investment Firms,United States,NORTHAM
103,Finance,Investment Firms,United States,NATO
103,Finance,Banks,United States,NORTHAM
103,Finance,Banks,United States,NATO
103,Finance,Investment Firms,"Korea, Republic of",NEA
103,Finance,Investment Firms,"Korea, Republic of",SCS
103,Finance,Investment Firms,"Korea, Republic of",ASIA
103,Finance,Banks,"Korea, Republic of",NEA
103,Finance,Banks,"Korea, Republic of",SCS
103,Finance,Banks,"Korea, Republic of",ASIA
106,Defence industry,Unknown,United States,NORTHAM
106,Defence industry,Unknown,United States,NATO
106,Defence industry,Unknown,Poland,EASTEU
106,Defence industry,Unknown,Poland,EU
106,Defence industry,Unknown,Poland,NATO
